Title,Skill 1,Skill 2,Skill 3,Skill 4,Company,Address 1,Address 2,Post date,Salary
Automation Test,Automation Test,,,,Công ty cổ phần đầu tư Phát triển Máy Việt Nam,Hà Nội: Hà Đông,,Đăng 1 tuần trước,25 - 38 triệu
Project Manager,Manager,Project Manager,,,Công ty cổ phần SANAN,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,Tới 35 triệu
Delivery Manager,Manager,,,,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội: Nam Từ Liêm,,Đăng 1 tuần trước,12 - 15 triệu
Data Engineer,Data,,,,Công ty cổ phần SANAN,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,Tới 35 triệu
C++ Developer,C++,,,,Công ty cổ phần SANAN,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,Tới 35 triệu
Salesforce Developer,Salesforce,,,,Công ty cổ phần phần mềm nhúng NATA,Hà Nội: Nam Từ Liêm,,Đăng 1 tuần trước,Thoả thuận
Embedded Autosar Engineer,Embedded,,,,Công ty cổ phần Grooo International,Hồ Chí Minh: Quận 1,,Đăng 1 tuần trước,Tới 20 triệu
Angular Developer,Angular,,,,Công ty CP Phần mềm MOR,Hà Nội: Nam Từ Liêm,,Đăng 1 tuần trước,Tới 30 triệu
Solution Architect,Solution Architect,,,,Công ty Đấu giá Hợp danh Việt Nam,Hà Nội: Thanh Xuân,,Đăng 1 tuần trước,25 - 30 triệu
Aem (Adobe Experience Manager) Software Developer,Manager,,,,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ HÀNG ĐẦU,Hồ Chí Minh: Gò Vấp,,Đăng 1 tuần trước,20 - 40 triệu
Data Scientist,Data,,,,Công ty Cổ Phần Công Nghệ ITG,Hà Nội: Nam Từ Liêm,,Đăng 1 tuần trước,Tới 25 triệu
Nhân Viên Kỹ Thuật IT Part Time,,,,,CÔNG TY CỔ PHẦN DỮ LIỆU TOÀN CẦU,Hà Nội: Thanh Xuân,,Đăng 1 tuần trước,Thoả thuận
Lập Trình Viên Java,Java,,,,Công ty Cổ Phần D1 Concepts,Hồ Chí Minh: Bình Thạnh,,Đăng 1 tuần trước,Thoả thuận
Nhân Viên Kinh Doanh Phần Mềm,,,,,FPT Software,Đà Nẵng: Ngũ Hành Sơn,,Đăng 1 tuần trước,Thoả thuận
Search Engine Optimization Specialist,,,,,FPT Software,Đà Nẵng: Ngũ Hành Sơn,,Đăng 1 tuần trước,Thoả thuận
Nhân Viên Pre - Sales,,,,,CÔNG TY TNHH THƯƠNG MẠI VÀ PHÁT TRIỂN Y KHOA TOPCARE,Hà Nội: Thanh Xuân,,Đăng 1 tuần trước,Thoả thuận
Nhân Viên Kinh Doanh Phần Mềm,,,,,Công Ty TNHH SEOJIN VINA,Bắc Ninh: Từ Sơn,,Đăng 1 tuần trước,Thoả thuận
Sale & Marketing Intern,,,,,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),Hà Nội: Đống Đa,,Đăng 1 tuần trước,35 - 50 triệu
Manual Tester (Onsite Bank),Tester,,,,CÔNG TY TNHH KAMEREO,Hồ Chí Minh: Bình Thạnh,,Đăng 1 tuần trước,Thoả thuận
Chuyên Viên Tuyển Dụng IT,,,,,FPT Software,Thừa Thiên Huế: TP Huế,Đà Nẵng: Ngũ Hành Sơn,Đăng 1 tuần trước,Thoả thuận
Chuyên Viên Phân Tích Dữ Liệu (Data Analyst),Data Analyst,Data,,,FPT Software,Thừa Thiên Huế: TP Huế,,Đăng 1 tuần trước,Thoả thuận
Business Analyst,Business Analyst,,,,CÔNG TY TNHH TRUYỀN THÔNG VÀ GIẢI TRÍ MIN LEO MEDIA,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,8 - 10 triệu
Nhân Viên Triển Khai Phần Mềm,AI,,,,FPT Software,Thừa Thiên Huế: TP Huế,Đà Nẵng: Ngũ Hành Sơn,Đăng 1 tuần trước,Thoả thuận
Chuyên Viên Kiểm Thử Phần Mềm,,,,,FPT Software,Thừa Thiên Huế: TP Huế,Đà Nẵng: Ngũ Hành Sơn,Đăng 1 tuần trước,Thoả thuận
Chuyên Viên Phân Tích Dữ Liệu (Data Analyst),Data Analyst,Data,,,Công Ty TNHH Avepoint Việt Nam,Miền Bắc,Hà Nội: Thanh Xuân,Đăng 1 tuần trước,Thoả thuận
Thực Tập Sinh Kinh Doanh Phần Mềm,,,,,Công Ty TNHH Avepoint Việt Nam,Miền Bắc,Hà Nội: Thanh Xuân,Đăng 1 tuần trước,Thoả thuận
Thực Tập Sinh Kinh Doanh Phần Mềm,,,,,Viettel Software,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,15 - 35 triệu
Thực Tập Sinh Kinh Doanh Phần Mềm,,,,,FPT Software,Thừa Thiên Huế: TP Huế,,Đăng 1 tuần trước,Thoả thuận
"Hồ Chí Minh, Bình Dương",,,,,CÔNG TY TNHH AMARIS VIỆT NAM,Hồ Chí Minh,,Đăng 1 tuần trước,Thoả thuận
Cần Thơ & 3 nơi khác,,,,,CÔNG TY TNHH AMARIS VIỆT NAM,Hồ Chí Minh,,Đăng 1 tuần trước,Thoả thuận
Hồ Chí Minh,,,,,CÔNG TY TNHH AMARIS VIỆT NAM,Hồ Chí Minh,,Đăng 1 tuần trước,Thoả thuận
Thực Tập Sinh Kinh Doanh Phần Mềm,,,,,CÔNG TY CỔ PHẦN PHẦN MỀM MIRAI VIỆT NAM,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,10 - 30 triệu
Chuyên Viên Backend Developer Fintech,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,"Tới 2,000 USD"
Chuyên Viên Backend Developer Mobile App,Mobile,,,,Công ty Cổ phần NTTe-MOI,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,Thoả thuận
UI/ UX Designer (App),Designer,,,,Công ty Cổ phần NTTe-MOI,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,Thoả thuận
Senior IT System Operation Specialist,,,,,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Hà Nội: Nam Từ Liêm,,Đăng 1 tuần trước,Thoả thuận
Nhân Viên IT Support/Helpdesk,IT Support,,,,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Hà Nội: Nam Từ Liêm,,Đăng 1 tuần trước,Tới 50 triệu
Java Developer,Java,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ XGAME,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,15 - 30 triệu
Trưởng Phòng Quản Lý Chất Lượng & Kiểm Soát Nội Bộ,,,,,CÔNG TY TRÁCH NHIỆM HỮU HẠN IZI,Hồ Chí Minh: Thủ Đức,,Đăng 1 tuần trước,Thoả thuận
Front-End Developer (Senior),,,,,CÔNG TY CỔ PHẦN DREAM VIET EDUCATION,Hồ Chí Minh: Bình Thạnh,,Đăng 1 tuần trước,"Tới 2,000 USD"
Chuyên Viên Kiểm Thử Xâm Nhập - Penetration Testing/Pentester,Tester,,,,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,,Đăng 1 tuần trước,Thoả thuận
Kỹ Sư Phân Tích Bảo Mật - Security Analyst/SOC Tier 2,Security,,,,Công Ty Cổ Phần Đầu Tư Và Phát Triển Công Nghệ Proxglobal,Hà Nội,,Đăng 1 tuần trước,3 - 4 triệu
Nhân Viên Quản Trị Cơ Sở Dữ Liệu (DBA),,,,,Công ty Cổ phần Hệ thống Công nghệ ETC,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,25 - 50 triệu
Web Master Kiêm Marketing Online,Web,,,,Công Ty Cổ Phần VCCorp,Hà Nội: Thanh Xuân,,Đăng 1 tuần trước,12 - 20 triệu
Nhân Viên Ba,,,,,VC Corp,Hà Nội: Thanh Xuân,,Đăng 1 tuần trước,16 - 22 triệu
Nhân Viên Front-End Developer,,,,,CÔNG TY TNHH VERISERVE VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 1 tuần trước,Tới 65 triệu
Chuyên Viên Quản Trị Cơ Sở Dữ Liệu (DBA),,,,,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN VÀ CHUYỂN GIAO CÔNG NGHỆ VIỆT NAM,Hà Nội: Cầu Giấy,Hồ Chí Minh: Tân Bình,Đăng 1 tuần trước,10 - 20 triệu
Nhân Viên Kinh Doanh Và Triển Khai Phần Mềm,AI,,,,"INFINIQ Vietnam Co.,ltd",Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,Thoả thuận
Senior Quality Control (QC),,,,,CÔNG TY TNHH PHÂN PHỐI CÔNG NGHỆ N-TEK,Hà Nội: Nam Từ Liêm,,Đăng 1 tuần trước,Thoả thuận
Video Editor - Xây Dựng Kênh Youtube,,,,,Công Ty Cổ Phần VCCorp,Hà Nội: Thanh Xuân,,Đăng 1 tuần trước,28 - 34 triệu
DevOps Engineer,DevOps,,,,Công ty cổ phần Công nghệ Sapo,Nam Định: TP Nam Định,,Đăng 1 tuần trước,10 - 35 triệu
Software Testing Intern (Full-Time),,,,,Công Ty Cổ Phần Tập Đoàn Thế Giới Điện Giải,Hồ Chí Minh: Thủ Đức,,Đăng 1 tuần trước,Thoả thuận
QC Automation,,,,,Công Ty Cổ Phần Đầu Tư Và Phát Triển Công Nghệ Proxglobal,Hà Nội: Thanh Xuân,,Đăng 1 tuần trước,3 - 4 triệu
Nhân Viên Kiểm Thử Phần Mềm (Tester) - Đi Làm Ngay,Tester,,,,CÔNG TY CỔ PHẦN DEHA VIỆT NAM,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,40 - 50 triệu
Junior Fullstack Developer -Hybrid Working,,,,,CÔNG TY CỔ PHẦN TƯ VẤN DỊCH VỤ ĐÀO TẠO AUM VIỆT NAM,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,Thoả thuận
Chuyên Viên Kiểm Soát Tuân Thủ,,,,,Viettel Software,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,Tới 50 triệu
Android Developer,Android,,,,Viettel Software,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,Tới 35 triệu
C++ Developer,C++,,,,Công ty CP sáng tạo trẻ Việt Nam Miichisoft,Hà Nội: Tây Hồ,,Đăng 1 tuần trước,15 - 20 triệu
Java Developer,Java,,,,Công ty CP sáng tạo trẻ Việt Nam Miichisoft,Hà Nội: Tây Hồ,,Đăng 1 tuần trước,Tới 35 triệu
Senior Game Developer,Game,,,,CÔNG TY CỔ PHẦN LYNKID,Hà Nội: Đống Đa,,Đăng 1 tuần trước,Thoả thuận
Kỹ Sư Cầu Nối Brse Tiếng Nhật N2+,,,,,CÔNG TY CỔ PHẦN LYNKID,Hà Nội: Đống Đa,,Đăng 1 tuần trước,Thoả thuận
Quản Lý Triển Khai Dự Án Phần Mềm,AI,,,,CÔNG TY CỔ PHẦN LYNKID,Hà Nội: Đống Đa,,Đăng 1 tuần trước,Thoả thuận
UIUX Designer/ Product Designer,Designer,Product Designer,,,Viettel Software,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,Tới 40 triệu
Cộng Tác Viên Triển Khai Phần Mềm,AI,,,,Viettel Software,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,15 - 30 triệu
Business Analyst,Business Analyst,,,,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ PHÁT TRIỂN CÔNG NGHỆ BEAE VIỆT NAM,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,8 - 12 triệu
Chuyên Viên Tư Vấn Giải Pháp,,,,,Viettel Software,Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,15 - 35 triệu
Lập Trình Viên Fullstack Đi Làm Ngay,,,,,BSS Group,Hà Nội: Nam Từ Liêm,,Đăng 1 tuần trước,Tới 20 triệu
Chuyên Viên Hỗ Trợ Mạng (Network Monitor),,,,,POWERGATE AUSTRALIA (CÔNG TY CỔ PHẦN TẬP ĐOÀN POWERGATE),Hà Nội: Cầu Giấy,,Đăng 1 tuần trước,"1,000 - 1,200 USD"
Chuyên Viên Phân Tích Nghiệp Vụ (IT BA),,,,,CÔNG TY CỔ PHẦN GIẢI PHÁP AUTOMATE FUSION,Hồ Chí Minh: Tân Bình,,Đăng 1 tuần trước,Thoả thuận
Chuyên Viên Kiểm Thử (Tester),Tester,,,,CÔNG TY CỔ PHẦN GIẢI PHÁP AUTOMATE FUSION,Hồ Chí Minh: Tân Bình,,Đăng 1 tuần trước,Thoả thuận
PQA Intern,PQA,,,,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ SỐ CALLSTACK,Hà Nội: Đống Đa,Hồ Chí Minh: Quận 1,Đăng 1 tuần trước,7 - 30 triệu
Nhân Viên Tư Vấn Triển Khai Phần Mềm ERP,ERP,AI,,,Công Ty Cổ Phần Funius,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,8 - 12 triệu
Java Developer,Java,,,,CÔNG TY CỔ PHẦN EASY1 HOLDINGS,Hà Nội: Hoàn Kiếm,,Đăng 2 tuần trước,20 - 25 triệu
Lập Trình Viên PHP,PHP,,,,CÔNG TY TNHH CNV HOLDINGS,Hồ Chí Minh: Phú Nhuận,,Đăng 2 tuần trước,15 - 25 triệu
UI/ UX Designer,Designer,,,,CÔNG TY TNHH NỘI THẤT HITA,Hồ Chí Minh: Quận 6,,Đăng 2 tuần trước,10 - 15 triệu
Lập Trình Viên BackEnd Developer ( NodeJS ),NodeJS,,,,Công ty Cổ phần dịch vụ và giải pháp xử lý dữ liệu VBEE,Hà Nội: Ba Đình,,Đăng 2 tuần trước,13 - 15 triệu
Data Engineer,Data,,,,Công ty TNHH Cao Bảo Long,Nghệ An: TP Vinh,,Đăng 2 tuần trước,Thoả thuận
Senior Data Engineer,Data,,,,Công ty cổ phần TERAs Global,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,Tới 600 USD
Thực Tập Sinh Ngành IT,,,,,Công ty TNHH Liên doanh Ocany Việt Nam,Hồ Chí Minh: Bình Chánh,,Đăng 2 tuần trước,20 - 28 triệu
Thực Tập Sinh Thiết Kế Website,Web,,,,Công ty TNHH City Ascom Việt Nam,Hà Nội: Đống Đa,,Đăng 2 tuần trước,"Tới 2,500 USD"
Thực Tập Sinh Ngành IT,,,,,Công ty TNHH City Ascom Việt Nam,Hà Nội: Đống Đa,,Đăng 2 tuần trước,Tới 25 triệu
"Hồ Chí Minh, Bình Dương",,,,,Apero Technologies Group,Hà Nội: Thanh Xuân,,Đăng 2 tuần trước,8 - 10 triệu
Cần Thơ & 3 nơi khác,,,,,Apero Technologies Group,Hà Nội: Thanh Xuân,,Đăng 2 tuần trước,9 - 18 triệu
Hồ Chí Minh,,,,,"INFINIQ Vietnam Co.,ltd",Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,Thoả thuận
Kế Toán Trưởng,,,,,CÔNG TY TNHH ARBIN INSTRUMENTS VIỆT NAM,Hồ Chí Minh: Thủ Đức,,Đăng 2 tuần trước,12.5 - 25 triệu
Business Development Executive,,,,,CÔNG TY TNHH MAPLE LABS,Hồ Chí Minh: Quận 2,,Đăng 2 tuần trước,Thoả thuận
Developer Backend (C#/Java),C#,Java,,,CÔNG TY TNHH MAPLE LABS,Hồ Chí Minh: Quận 2,,Đăng 2 tuần trước,Thoả thuận
Business Analyst (BA),Business Analyst,,,,Công ty cổ phần thương mại Máy Chủ Hà Nội,Hà Nội: Đống Đa,,Đăng 2 tuần trước,7 - 10 triệu
DEV Front End,,,,,CÔNG TY TNHH HCL VIETNAM,Hồ Chí Minh: Quận 1,,Đăng 2 tuần trước,Thoả thuận
Automation Tester,Automation Test,Tester,,,CÔNG TY TNHH HCL VIETNAM,Hồ Chí Minh,,Đăng 2 tuần trước,Thoả thuận
Fullstack Developer,,,,,"Cube System Vietnam Co., Ltd",Hồ Chí Minh: Quận 12,,Đăng 2 tuần trước,Tới 20 triệu
Intern IOS (Có Hỗ Trợ Dấu Thực Tập),iOS,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ FINVIET,Hồ Chí Minh: Tân Bình,,Đăng 2 tuần trước,10 - 15 triệu
Fullstack Developer,,,,,Công ty Cổ phần Công nghệ eUp,Hà Nội: Thanh Xuân,,Đăng 2 tuần trước,"Tới 1,500 USD"
Nhân Viên Vận Hành Game,Game,,,,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ BLUESTARS VIỆT NAM,Hà Nội: Đống Đa,,Đăng 2 tuần trước,20 - 25 triệu
Junior Full Stack Developer (Mobile),Mobile,,,,Công ty TNHH Telio Việt Nam,Hà Nội,,Đăng 2 tuần trước,Tới 6 triệu
Full-Stack Tester,Tester,,,,CÔNG TY TNHH HCL VIETNAM,Hà Nội: Bắc Từ Liêm,,Đăng 2 tuần trước,Thoả thuận
Frontend Developer,,,,,CÔNG TY TNHH HCL VIETNAM,Hà Nội: Bắc Từ Liêm,,Đăng 2 tuần trước,Thoả thuận
PHP Developer,PHP,,,,CÔNG TY TNHH HCL VIETNAM,Hồ Chí Minh: Quận 1,,Đăng 2 tuần trước,Thoả thuận
Trưởng Nhóm Tuyển Dụng IT,,,,,CÔNG TY TNHH HCL VIETNAM,Hồ Chí Minh: Quận 1,,Đăng 2 tuần trước,Thoả thuận
PHP Developer,PHP,,,,Viettel Software,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,Thoả thuận
Manual Tester,Tester,,,,POWERGATE AUSTRALIA (CÔNG TY CỔ PHẦN TẬP ĐOÀN POWERGATE),Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,Thoả thuận
On Job Training Tester,Tester,AI,,,POWERGATE AUSTRALIA (CÔNG TY CỔ PHẦN TẬP ĐOÀN POWERGATE),Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,"1,000 - 1,200 USD"
Manual Tester (English/JLPT N4 Up),English,Tester,,,Công ty Cổ phần Hệ thống Công nghệ ETC,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,25 - 45 triệu
Senior Project Manager (Good English/JLPT N2 Up),English,Manager,Project Manager,,Công ty Phần mềm Siten,Hồ Chí Minh: Quận 1,,Đăng 2 tuần trước,"2,000 - 5,000 USD"
Chuyên Viên Tuyển Dụng,,,,,Crossian,Hà Nội: Hai Bà Trưng,,Đăng 2 tuần trước,10 - 26 triệu
IT Support (Chuyên Viên Hỗ Trợ-Tích Hợp Hệ Thống),IT Support,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ HIVETECH VIỆT NAM,Toàn Quốc,,Đăng 2 tuần trước,Thoả thuận
Nhân Viên Thiết Kế - Không Yêu Cầu Kinh Nghiệm,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ HIVETECH VIỆT NAM,Toàn Quốc,,Đăng 2 tuần trước,Thoả thuận
UI/UX Designer,Designer,,,,Công ty Phần mềm Siten,Hà Nội: Hà Đông,,Đăng 2 tuần trước,13 - 20 triệu
Nhân Viên Editor,,,,,Công ty Cổ phần Blackwind,Hà Nội: Ba Đình,,Đăng 2 tuần trước,10 - 20 triệu
Devops Engineer,DevOps,,,,CÔNG TY CỔ PHẦN POWERGATE SOFTWARE,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,"1,500 - 2,500 USD"
Nhân Viên IT Support Công Ty Logistics,IT Support,,,,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ TECHNOLOGY ORBIT,Hồ Chí Minh: Gò Vấp,,Đăng 2 tuần trước,Thoả thuận
Nhân Viên Tư Vấn Online,,,,,Công ty cổ phần Công nghệ Windsoft Việt Nam,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,7 - 12 triệu
Lập Trình Viên Ngành Bán Lẻ,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,Hà Nội: Bắc Từ Liêm,,Đăng 2 tuần trước,"1,000 - 2,000 USD"
Nhân Viên Tư Vấn Marketing - Phần Mềm WEB,Web,,,,FPT Software,Hà Nội: Thạch Thất,Bình Định: TP Quy Nhơn,Đăng 2 tuần trước,Thoả thuận
Angular Developer - Đà Nẵng,Angular,,,,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,,Đăng 2 tuần trước,15 - 33 triệu
Chuyên Viên Tuyển Dụng IT,,,,,Công Ty Cổ Phần Công Nghệ Android Việt Nam,Hà Nội: Hoàng Mai,,Đăng 2 tuần trước,9 - 20 triệu
Chuyên Viên Giám Sát Và Vận Hành Mạng - Network Engineer,,,,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,Hà Nội: Tây Hồ,,Đăng 2 tuần trước,8 - 15 triệu
Backend Developer Fintech,,,,,Công Ty TNHH Giải Pháp Công Nghệ CIT,Toàn Quốc,,Đăng 2 tuần trước,Thoả thuận
Lập Trình Viên C# (Middle),C#,,,,CÔNG TY CỔ PHẦN SEPAY,Hồ Chí Minh: Thủ Đức,,Đăng 2 tuần trước,Thoả thuận
IT Account Manager/ BD (Thị Trưởng Việt Nam),Manager,,,,FPT Software,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,Thoả thuận
Lập Trình Viên Java (Middle),Java,,,,Công ty CP Nghiên cứu và phát triển Fabbi,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,Thoả thuận
Lập Trình Viên Backend (Middle),,,,,FPT Software,Hà Nội,Bình Định: TP Quy Nhơn,Đăng 2 tuần trước,Thoả thuận
Thực Tập Kỹ Sư Lập Trình Embedded/IoT,Embedded,,,,CÔNG TY TNHH VERISERVE VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 tuần trước,Tới 35 triệu
Phiên Dịch Viên Tiếng Hàn,,,,,Công ty cổ phần ITS GLOBAL,Hà Nội: Nam Từ Liêm,,Đăng 2 tuần trước,2 - 4 triệu
Senior NodeJS Developer,NodeJS,,,,Công ty cổ phần ITS GLOBAL,Hà Nội: Nam Từ Liêm,,Đăng 2 tuần trước,15 - 20 triệu
Lập Trình Viên Backend - Backend Developer,,,,,Công ty cổ phần ITS GLOBAL,Hà Nội: Nam Từ Liêm,,Đăng 2 tuần trước,28 - 35 triệu
Business Analyst,Business Analyst,,,,Công ty Cổ phần VTI,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,Thoả thuận
Chuyên Viên Phân Tích Nghiệp Vụ MES,,,,,CÔNG TY CỔ PHẦN HOSCO VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 tuần trước,Thoả thuận
Lập Trình Viên PHP - Kinh Nghiệm 5 Năm,PHP,,,,CHI NHÁNH TẠI TP HỒ CHÍ MINH - CÔNG TY CỔ PHẦN NETNAM (TP. HÀ NỘI),Hồ Chí Minh: Quận 1,,Đăng 2 tuần trước,Thoả thuận
IT Application Developer,,,,,Công ty TNHH Advesa - Digital Solutions,Hà Nội: Ba Đình,,Đăng 2 tuần trước,Thoả thuận
Manual Tester (English/Japanese),English,Japanese,Tester,,CÔNG TY TNHH VERISERVE VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 tuần trước,35 - 47 triệu
Automation Tester (English/Japanese/Korean),Automation Test,English,Japanese,Tester,CÔNG TY TNHH CÔNG NGHỆ IMSOFT VIỆT NAM,Bắc Giang: TP Bắc Giang,Hà Nội: Hoài Đức,Đăng 2 tuần trước,"Trên 1,000 USD"
Nhân Viên IT - Lĩnh Vực Nha Khoa,,,,,Công Ty Cổ Phần Funius,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,15 - 25 triệu
Nhân Viên Quản Lý Hệ Thống Mes,,,,,Công ty TNHH tư vấn khoa học và Công nghệ SUTECH,Hà Nội,,Đăng 2 tuần trước,8 - 12 triệu
"Hồ Chí Minh, Bình Dương",,,,,Công ty CP Đầu tư BĐS Hapulico,Hà Nội: Thanh Xuân,,Đăng 2 tuần trước,Thoả thuận
Cần Thơ & 3 nơi khác,,,,,Công ty Cổ phần Dược phẩm SOHACO Miền Bắc,Hà Nội: Thanh Xuân,,Đăng 2 tuần trước,Thoả thuận
Hồ Chí Minh,,,,,Công ty TNHH tư vấn khoa học và Công nghệ SUTECH,Hà Nội,,Đăng 2 tuần trước,10 - 15 triệu
Chuyên Viên Cao Cấp Tư Vấn Giải Pháp Nghiệp Vụ (Thu Nhập Từ 35 Đến 50 Triệu),,,,,Niteco,Hà Nội: Đống Đa,,Đăng 2 tuần trước,Thoả thuận
Java Developer,Java,,,,LIFESUP,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,18 - 35 triệu
Middle Tester,Tester,,,,CÔNG TY CỔ PHẦN AHT TECH,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,Thoả thuận
Middle Java Developer,Java,,,,CÔNG TY CỔ PHẦN AHT TECH,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,Thoả thuận
Nhân Viên Marketing,,,,,Zen8Labs,Hà Nội: Hà Đông,,Đăng 2 tuần trước,Thoả thuận
Project Manager,Manager,Project Manager,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ AMELA VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 tuần trước,"Tới 2,500 USD"
Senior Tester,Tester,,,,CÔNG TY CÔNG NGHỆ THÔNG TIN VNPT - CHI NHÁNH TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,Thoả thuận
Junior Business Analyst,Business Analyst,,,,CÔNG TY CÔNG NGHỆ THÔNG TIN VNPT - CHI NHÁNH TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Hà Nội: Cầu Giấy, Đống Đa,Đăng 2 tuần trước,Thoả thuận
Intern Business Analyst,Business Analyst,,,,Sendo Technology JSC,Bình Dương: Dĩ An,Hồ Chí Minh: Quận 7,Đăng 2 tuần trước,Thoả thuận
Data Engineer (Junior),Data,,,,LIFESUP,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,12 - 18 triệu
Senior Java Developer,Java,,,,Công ty Cổ phần Công nghệ Prep,Hà Nội: Đống Đa,,Đăng 2 tuần trước,30 - 40 triệu
Automation Tester (Middle),Automation Test,Tester,,,Công ty cổ phần VGP,Hà Nội: Cầu Giấy,,Đăng 2 tuần trước,6 - 9 triệu
Automation Tester (Senior),Automation Test,Tester,,,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,Hà Nội: Thanh Xuân,,Đăng 2 tuần trước,Thoả thuận
Cyber Security (Senior),Security,,,,CÔNG TY TNHH CÔNG NGHỆ CLOUDGO,Hồ Chí Minh: Thủ Đức,,Đăng 2 tuần trước,12 - 20 triệu
Lập Trình Viên IOS Swift Và Java Android,Android,iOS,Java,Swift,TPS Software,Hồ Chí Minh: Tân Bình,,Đăng 2 tuần trước,Thoả thuận
Senior/Leader Frontend Developer (ReactJS),ReactJS,Leader,,,TPS Software,Hồ Chí Minh: Tân Bình,,Đăng 2 tuần trước,Thoả thuận
IT Researcher,,,,,CÔNG TY CỔ PHẦN VINOVA HCM,Hà Nội: Đống Đa,Hồ Chí Minh: Gò Vấp,Đăng 2 tuần trước,Thoả thuận
Quản Lý Chất Lượng - QA,,,,,Công ty Cổ phần Solazu,Hồ Chí Minh: Tân Bình,,Đăng 2 tuần trước,Thoả thuận
Tester,Tester,,,,True Platform,Hà Nội: Thanh Xuân,,Đăng 2 tuần trước,Thoả thuận
Account Manager (AM) - Tiếng Nhật,Manager,,,,CÔNG TY TNHH BM WEB,Hồ Chí Minh: Tân Bình,,Đăng 2 tuần trước,8 - 25 triệu
Lập Trình Viên Flutter,Flutter,,,,CÔNG TY TNHH SENSPARK,Hồ Chí Minh: Quận 2,,Đăng 2 tuần trước,15 - 20 triệu
